id,limit_bal,sex,education,marriage,age,pay_1,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,util_1,pay_ratio_1,util_2,pay_ratio_2,util_3,pay_ratio_3,util_4,pay_ratio_4,util_5,pay_ratio_5,util_6,pay_ratio_6,avg_util,misspay_cnt,target
23845,180000,2,1,1,55,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
26964,500000,1,1,2,35,-1,-1,0,0,0,0,3938,82385,88195,52253,38743,27833,82392,10339,20089,5105,10138,28426,0.007876,20.92229558151346,0.16477,0.12549614614310858,0.17639,0.22777935257100743,0.104506,0.09769773984268845,0.077486,0.26167307642670934,0.055666,1.0213056443789745,0.09778233333333335,0,0
2076,180000,2,1,2,27,-1,2,-1,-1,-1,2,980,980,376,0,2202,150,0,376,0,2202,0,819,0.0054444444444444445,0.0,0.0054444444444444445,0.3836734693877551,0.002088888888888889,0.0,0.0,2202.0,0.012233333333333334,0.0,0.0008333333333333334,5.46,0.0043407407407407405,2,0
13637,230000,1,1,2,42,-2,-2,-2,-2,-2,-2,380,380,380,380,380,380,380,380,380,380,380,380,0.0016521739130434783,1.0,0.0016521739130434783,1.0,0.0016521739130434783,1.0,0.0016521739130434783,1.0,0.0016521739130434783,1.0,0.0016521739130434783,1.0,0.0016521739130434781,0,1
8319,60000,1,2,1,43,0,0,0,0,0,-1,58777,40584,12617,22670,17701,950,5005,5000,10216,876,1252,0,0.9796166666666667,0.08515235551321094,0.6764,0.12320126158091858,0.21028333333333332,0.809701196797971,0.37783333333333335,0.03864137626819585,0.29501666666666665,0.07073046720524265,0.015833333333333335,0.0,0.42583055555555555,0,0
23153,240000,2,1,2,34,1,-2,-1,-1,-1,-1,-25,-25,2062,-1,311,2005,0,2087,0,312,2015,224,-0.00010416666666666667,-0.0,-0.00010416666666666667,-83.48,0.008591666666666666,0.0,-4.166666666666667e-06,-312.0,0.0012958333333333333,6.479099678456592,0.008354166666666666,0.11172069825436409,0.003004861111111111,1,0
6892,80000,2,1,2,29,0,0,0,0,0,0,48164,49388,51760,52650,55477,55020,2000,3305,3000,7767,7007,5000,0.60205,0.04152479029980899,0.61735,0.06691908965740666,0.647,0.05795981452859351,0.658125,0.14752136752136752,0.6934625,0.12630459469690142,0.68775,0.09087604507451835,0.6509562499999999,0,0
14033,310000,2,1,1,47,0,0,2,0,0,0,131559,135970,121016,111214,101957,92805,17839,0,5000,4000,4000,3000,0.42438387096774194,0.13559695649860518,0.4386129032258064,0.0,0.3903741935483871,0.04131685066437496,0.3587548387096774,0.03596669484057762,0.3288935483870968,0.03923222534990241,0.2993709677419355,0.03232584451268789,0.37339838709677414,1,0
17713,90000,2,2,2,44,2,2,2,2,2,2,15089,17023,18451,17857,20256,20785,2500,2000,0,2700,1000,0,0.16765555555555556,0.1656836105772417,0.18914444444444445,0.11748810432943664,0.20501111111111112,0.0,0.19841111111111112,0.15120120960967687,0.22506666666666666,0.049368088467614535,0.23094444444444445,0.0,0.20270555555555556,6,1
19164,350000,2,3,1,36,0,0,2,0,0,0,255751,275156,260963,261263,255566,254941,33010,0,11021,9200,8500,8300,0.7307171428571428,0.12907085407290686,0.78616,0.0,0.7456085714285714,0.04223204055747366,0.7464657142857143,0.03521355875114349,0.7301885714285714,0.03325951026349358,0.7284028571428571,0.032556552300336154,0.7445904761904761,1,0
1923,20000,1,2,2,33,0,0,0,0,0,-1,8488,10179,11901,11901,9336,9054,2000,2000,0,0,9054,2000,0.4244,0.235626767200754,0.50895,0.19648295510364475,0.59505,0.0,0.59505,0.0,0.4668,0.9697943444730077,0.4527,0.2208968411751712,0.5071583333333334,0,1
4413,140000,1,3,1,39,0,0,0,0,0,0,136918,128636,127237,94159,95794,89345,5000,5900,4000,3000,5000,3000,0.9779857142857142,0.03651820797849808,0.9188285714285714,0.04586585403774993,0.9088357142857143,0.03143739635483389,0.6725642857142857,0.0318610010726537,0.6842428571428572,0.052195335824790696,0.6381785714285715,0.033577704404275564,0.8001059523809525,0,0
16734,50000,1,3,1,49,0,0,0,0,0,0,49331,46429,47446,39516,17643,32230,2000,3030,4000,2000,2800,2936,0.98662,0.04054245808923395,0.92858,0.06526093605289797,0.94892,0.0843063693462041,0.79032,0.05061241016297196,0.35286,0.1587031683953976,0.6446,0.0910952528699969,0.7753166666666665,0,1
26501,30000,2,3,1,54,2,2,2,2,0,0,24180,23498,26400,25682,26155,27972,0,3600,0,1200,2400,0,0.806,0.0,0.7832666666666667,0.15320452804494,0.88,0.0,0.8560666666666666,0.04672533291799704,0.8718333333333333,0.09176065761804626,0.9324,0.0,0.8549277777777777,4,1
716,50000,2,2,1,49,0,0,0,0,0,0,34962,32275,31253,32014,33573,29645,1613,2000,1500,2000,1645,1064,0.69924,0.046135804587838225,0.6455,0.061967467079783116,0.62506,0.047995392442325535,0.64028,0.06247266820765915,0.67146,0.0489977064903345,0.5929,0.0358913813459268,0.64574,0,0
9360,500000,1,1,2,36,-1,-1,0,-1,-1,-1,15401,23032,54759,52030,71797,93159,23128,40105,52221,71852,93218,179568,0.030802,1.5017206674891241,0.046064,1.7412730114623134,0.109518,0.9536514545554156,0.10406,1.3809725158562367,0.143594,1.2983550844742817,0.186318,1.9275432325379191,0.10339266666666667,0,0
1752,10000,1,2,2,38,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,0.105,0.0,0.105,0.0,0.105,0.0,0.105,0.0,0.105,0.0,0.105,0.0,0.105,6,1
14701,150000,2,2,1,43,0,-1,0,-1,-1,0,32283,18361,9160,13596,11457,29550,18361,1000,13596,11457,18550,0,0.21522,0.5687513552024285,0.12240666666666666,0.05446326452807581,0.061066666666666665,1.4842794759825328,0.09064,0.8426743159752869,0.07638,1.6190974949812342,0.197,0.0,0.1271188888888889,0,0
25423,350000,2,1,2,31,0,-1,0,0,0,0,49184,20738,47631,51451,35104,0,20738,27689,21451,2000,0,20602,0.14052571428571428,0.4216411841249187,0.05925142857142857,1.3351817918796411,0.13608857142857142,0.45035796015200186,0.14700285714285713,0.03887193640551204,0.10029714285714286,0.0,0.0,20602.0,0.09719428571428572,0,0
8751,280000,2,1,2,34,0,0,0,0,0,0,95278,98281,101651,103776,105617,107788,4525,5000,3800,3500,3500,3500,0.34027857142857143,0.047492600600348454,0.3510035714285714,0.05087453322615765,0.36303928571428573,0.0373828098100363,0.3706285714285714,0.033726487819919826,0.3772035714285714,0.03313860458070197,0.38495714285714283,0.0324711470664638,0.3645184523809524,0,0
15467,220000,1,1,2,30,2,0,0,0,0,0,84630,87604,89687,90889,91892,93815,5000,5000,4200,4000,4000,5000,0.3846818181818182,0.05908070424199457,0.3982,0.0570750194055066,0.4076681818181818,0.0468295293632299,0.41313181818181816,0.04400972614947903,0.4176909090909091,0.04352936055369347,0.4264318181818182,0.053296381175718166,0.40796742424242427,1,0
14785,150000,1,1,2,28,1,-2,-2,-1,0,0,0,0,0,65696,67148,68460,0,0,65696,3000,3000,4000,0.0,0.0,0.0,0.0,0.0,65696.0,0.4379733333333333,0.0456648806624452,0.44765333333333335,0.04467742896288795,0.4564,0.05842827928717499,0.22367111111111113,1,0
6878,260000,1,1,2,29,0,0,0,0,0,0,52079,52083,46703,47500,45030,48249,6000,5000,5000,4000,5000,5000,0.20030384615384617,0.1152095854375084,0.20031923076923078,0.09600061440393219,0.17962692307692307,0.10705950367214098,0.18269230769230768,0.08421052631578947,0.1731923076923077,0.11103708638685321,0.18557307692307692,0.10362909075835769,0.18695128205128209,0,0
25797,200000,2,2,2,38,-2,-2,-2,-2,-2,-2,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,0.015,1.0,0.015,1.0,0.015,1.0,0.015,1.0,0.015,1.0,0.015,1.0,0.015,0,0
20102,230000,2,2,2,47,-2,-2,-2,-1,0,0,0,0,0,1360,680,600,0,0,1360,0,600,0,0.0,0.0,0.0,0.0,0.0,1360.0,0.00591304347826087,0.0,0.002956521739130435,0.8823529411764706,0.0026086956521739132,0.0,0.0019130434782608698,0,0
3171,20000,2,1,2,23,1,2,2,2,0,0,10407,10096,11926,11440,12596,13533,0,2000,0,1500,1300,0,0.52035,0.0,0.5048,0.19809825673534073,0.5963,0.0,0.572,0.13111888111888112,0.6298,0.103207367418228,0.67665,0.0,0.5833166666666666,4,1
10354,20000,1,2,2,43,2,0,0,2,2,2,9286,10176,12298,11809,12333,11986,1200,2300,0,1015,0,1900,0.4643,0.1292267930217532,0.5088,0.22602201257861634,0.6149,0.0,0.59045,0.08595139300533491,0.61665,0.0,0.5993,0.15851827131653595,0.5657333333333333,4,1
29333,390000,1,2,2,41,0,0,0,0,-1,-1,22309,21921,18357,17376,835,835,1325,1283,1092,14836,837,4904,0.0572025641025641,0.059393070061410196,0.056207692307692306,0.05852835180876785,0.047069230769230766,0.05948684425559732,0.04455384615384615,0.8538213627992634,0.002141025641025641,1.0023952095808384,0.002141025641025641,5.873053892215569,0.034885897435897435,0,0
20504,240000,1,2,2,29,0,0,0,0,0,0,243774,242529,242079,243114,213930,219009,8891,12350,15969,7968,8700,17500,1.015725,0.036472306316506276,1.0105375,0.05092174544075141,1.0086625,0.06596606892791196,1.012975,0.032774747649250965,0.891375,0.04066750806338522,0.9125375,0.07990539201585323,0.9753020833333333,0,0
13898,80000,1,2,1,54,1,3,2,2,2,0,47339,47270,46037,48457,47722,48678,967,0,3012,0,1569,1396,0.5917375,0.020427131963074843,0.590875,0.0,0.5754625,0.06542563590155745,0.6057125,0.0,0.596525,0.03287791794141067,0.608475,0.028678253009573114,0.5947979166666666,5,0
26547,500000,2,5,1,54,0,0,0,0,0,0,355251,354394,359522,362412,362550,359481,12680,13464,12821,15033,12788,13000,0.710502,0.035693073348139766,0.708788,0.037991613853507675,0.719044,0.035661239089680184,0.724824,0.04148041455580941,0.7251,0.03527237622396911,0.718962,0.03616324645808819,0.71787,0,0
20229,30000,2,3,2,50,0,0,-1,-1,-2,-1,25648,25524,3737,0,0,22525,1000,3836,0,0,22525,0,0.8549333333333333,0.03898939488459139,0.8508,0.15028992320952828,0.12456666666666667,0.0,0.0,0.0,0.0,22525.0,0.7508333333333334,0.0,0.4301888888888889,0,0
25294,70000,2,2,2,22,0,0,0,0,0,0,72473,72189,71867,64534,33683,32857,3500,3427,3100,1200,1700,1307,1.0353285714285714,0.04829384736384584,1.0312714285714286,0.04747260662981895,1.0266714285714287,0.043135235921911305,0.9219142857142857,0.018594849226764187,0.48118571428571427,0.050470563785886054,0.4693857142857143,0.039778433819277474,0.8276261904761903,0,0
11327,130000,2,1,2,29,-1,-1,0,0,0,0,390,99235,98080,97224,97940,99170,99235,4368,3449,3713,3610,3531,0.003,254.44871794871796,0.7633461538461539,0.04401672796896256,0.7544615384615385,0.035165171288743885,0.7478769230769231,0.038190158808524645,0.7533846153846154,0.036859301613232594,0.7628461538461538,0.035605525864676815,0.6308192307692307,0,0
29282,10000,1,3,2,25,1,2,2,2,0,0,9737,9947,9802,8450,4060,0,1352,1000,0,1000,900,0,0.9737,0.13885180240320427,0.9947,0.10053282396702523,0.9802,0.0,0.845,0.11834319526627218,0.406,0.22167487684729065,0.0,0.0,0.6999333333333332,4,1
11270,240000,1,2,1,38,0,0,0,0,0,0,132090,143966,155632,162379,156655,157536,20030,20000,10070,10037,13137,10052,0.550375,0.15163903399197518,0.5998583333333334,0.13892168984343525,0.6484666666666666,0.06470391693225044,0.6765791666666666,0.06181218014644751,0.6527291666666667,0.08385943634100412,0.6564,0.0638076376193378,0.6307347222222223,0,0
23930,50000,1,3,2,23,0,0,0,0,0,0,9168,10178,11200,12214,12608,12718,1166,1188,1202,596,461,462,0.18336,0.12718150087260036,0.20356,0.11672234230693652,0.224,0.10732142857142857,0.24428,0.048796463075159655,0.25216,0.036564086294416244,0.25436,0.036326466425538606,0.2269533333333333,0,0
26637,30000,1,1,2,24,-1,-1,2,-1,3,2,5857,20190,18794,6650,6118,2235,18794,0,6650,0,0,13000,0.19523333333333334,3.208809970974902,0.673,0.0,0.6264666666666666,0.3538363307438544,0.22166666666666668,0.0,0.20393333333333333,0.0,0.0745,5.8165548098434,0.33246666666666663,3,0
9162,440000,2,5,2,29,0,0,0,0,0,0,217407,219860,265058,142132,92400,0,8005,50000,7000,9000,0,1058,0.4941068181818182,0.03682034157133855,0.49968181818181817,0.22741744746656964,0.6024045454545455,0.026409314187838134,0.3230272727272727,0.0633214195255115,0.21,0.0,0.0,1058.0,0.3548700757575758,0,0
7395,30000,2,3,1,31,3,2,2,2,2,2,23368,24688,24988,24288,26098,25530,2000,1000,0,2200,0,1100,0.7789333333333334,0.08558712769599452,0.8229333333333333,0.04050550874918989,0.8329333333333333,0.0,0.8096,0.09057971014492754,0.8699333333333333,0.0,0.851,0.04308656482569526,0.8275555555555556,6,1
8555,270000,1,2,1,49,-1,-1,0,0,0,0,3197,61164,61145,62186,62123,58995,61164,4000,5000,6000,5000,5000,0.01184074074074074,19.13168595558336,0.22653333333333334,0.06539794650447976,0.22646296296296295,0.08177283506419168,0.2303185185185185,0.0964847393303959,0.2300851851851852,0.0804854884664295,0.2185,0.08475294516484448,0.19062345679012346,0,0
14544,140000,1,2,2,39,0,0,0,0,0,0,139079,143816,134472,130129,133031,136919,7000,4800,4659,5000,6100,6000,0.9934214285714286,0.05033110678103812,1.0272571428571429,0.03337598041942482,0.9605142857142858,0.03464661788327682,0.9294928571428571,0.038423410615619887,0.9502214285714286,0.04585397388578602,0.9779928571428571,0.043821529517451926,0.9731499999999998,0,0
13559,240000,2,2,1,48,-1,-1,-2,-2,-2,-2,101,0,0,0,0,0,0,0,0,0,0,0,0.00042083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.013888888888888e-05,0,1
28020,30000,2,2,2,29,2,0,0,0,-2,-2,28541,16436,18146,0,0,0,1385,5000,0,0,0,0,0.9513666666666667,0.04852668091517466,0.5478666666666666,0.3042102701387199,0.6048666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3506833333333333,1,1
1939,290000,1,1,1,40,0,0,0,0,0,0,98441,95169,93718,89712,82809,76334,4000,4250,5000,3241,3500,7000,0.339451724137931,0.040633475889111245,0.3281689655172414,0.0446573989429331,0.3231655172413793,0.05335154399368318,0.30935172413793105,0.03612671660424469,0.285548275862069,0.04226593727734908,0.2632206896551724,0.09170225587549453,0.3081511494252874,0,0
26638,50000,1,1,2,24,0,0,0,0,0,0,20472,19077,20094,19559,16795,17233,1700,1641,1600,600,1000,1300,0.40944,0.08304025009769442,0.38154,0.0860198144362321,0.40188,0.07962575893301484,0.39118,0.030676414949639554,0.3359,0.05954153021732658,0.34466,0.07543666221783787,0.37743333333333334,0,0
19713,80000,2,1,2,27,0,0,0,0,0,0,35303,36215,37330,38407,39168,40037,1800,2000,2000,1700,1650,3200,0.4412875,0.05098716822932895,0.4526875,0.055225735192599754,0.466625,0.05357621216180016,0.4800875,0.044262764600203085,0.4896,0.04212622549019608,0.5004625,0.07992606838674227,0.47179166666666666,0,0
26042,200000,2,1,2,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,17000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17000.0,0.0,1,0
22284,280000,2,1,2,29,-1,-1,-1,-1,0,-1,1939,333,779,8029,8040,2979,333,779,8029,11,3129,138,0.006925,0.17173800928313562,0.0011892857142857143,2.339339339339339,0.002782142857142857,10.306803594351733,0.028675,0.0013700336280981441,0.028714285714285713,0.38917910447761195,0.010639285714285714,0.04632426988922457,0.013154166666666666,0,0
19703,160000,2,1,1,40,-2,-2,-2,-2,-2,-2,0,3843,1876,4493,5929,2973,3843,1891,4520,5950,2979,5188,0.0,3843.0,0.02401875,0.49206349206349204,0.011725,2.4093816631130065,0.02808125,1.3242822167816604,0.03705625,0.5024456063417102,0.01858125,1.7450386814665322,0.019910416666666667,0,0
28882,60000,2,3,1,39,1,2,0,0,2,0,31011,29565,31123,34134,23552,24020,0,3000,3638,0,1000,3000,0.51685,0.0,0.49275,0.10147133434804667,0.5187166666666667,0.1168910452077242,0.5689,0.0,0.39253333333333335,0.042459239130434784,0.4003333333333333,0.12489592006661115,0.4816805555555555,3,0
9931,50000,2,2,1,36,-2,-2,-2,-2,-1,-1,3477,1909,1726,991,5777,5968,1909,1726,991,5782,5968,2045,0.06954,0.5490365257405809,0.03818,0.9041382922996333,0.03452,0.5741599073001159,0.01982,5.834510595358224,0.11554,1.0330621429807858,0.11936,0.3426608579088472,0.06616,0,0
2648,210000,1,1,2,31,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,326,133,0.0015523809523809524,1.0,0.0015523809523809524,1.0,0.0015523809523809524,1.0,0.0015523809523809524,1.0,0.0015523809523809524,1.0,0.0015523809523809524,0.40797546012269936,0.0015523809523809524,0,1
27048,140000,1,1,2,36,2,0,0,0,0,0,75384,74177,65336,53578,49288,43870,4000,4000,3500,2000,2500,1800,0.5384571428571429,0.05306165764618487,0.5298357142857143,0.05392507111368753,0.46668571428571426,0.05356924207175218,0.3827,0.03732875433946769,0.35205714285714285,0.050722285343288424,0.31335714285714283,0.041030316845224526,0.43051547619047614,1,1
26941,280000,1,5,1,39,0,0,0,0,0,0,227604,218526,196479,196034,378323,192115,7670,7221,7091,8013,14923,7068,0.8128714285714286,0.03369888051176605,0.78045,0.03304412289613135,0.7017107142857143,0.036090370981122666,0.7001214285714286,0.04087556240244039,1.3511535714285714,0.03944513021941568,0.686125,0.03679046404497306,0.8387386904761903,0,0
22030,320000,2,1,2,28,0,0,0,0,0,0,293073,293210,290057,25922,22982,20553,13300,12756,1295,10312,8394,8242,0.915853125,0.04538118489250119,0.91628125,0.0435046553664609,0.906428125,0.004464639708746902,0.08100625,0.3978088110485302,0.07181875,0.36524236358889567,0.064228125,0.4010120177103099,0.4926026041666667,0,0
16699,20000,1,3,1,49,0,0,0,0,0,0,11572,27270,14375,15200,20000,16560,2820,4000,1200,5000,10000,0,0.5786,0.24369166954718285,1.3635,0.14668133480014667,0.71875,0.08347826086956522,0.76,0.32894736842105265,1.0,0.5,0.828,0.0,0.8748083333333333,0,0
13876,30000,1,1,2,35,0,0,0,0,0,0,26974,28144,28280,25990,25999,26425,2000,1339,849,1125,1043,0,0.8991333333333333,0.07414547341884778,0.9381333333333334,0.047576748152359294,0.9426666666666667,0.03002121640735502,0.8663333333333333,0.04328587918430166,0.8666333333333334,0.04011692757413746,0.8808333333333334,0.0,0.8989555555555556,0,1
13800,20000,1,2,2,24,0,0,0,2,0,0,6128,7171,9582,9282,9977,10812,1300,2700,0,1000,1000,0,0.3064,0.21214099216710183,0.35855,0.37651652489192583,0.4791,0.0,0.4641,0.10773540185304892,0.49885,0.10023053021950486,0.5406,0.0,0.4412666666666667,1,0
25711,360000,2,1,2,35,-2,-2,-2,-2,-2,-2,-3,-3,-3,-3,-3,597,0,0,0,0,600,590,-8.333333333333334e-06,-0.0,-8.333333333333334e-06,-0.0,-8.333333333333334e-06,-0.0,-8.333333333333334e-06,-0.0,-8.333333333333334e-06,-200.0,0.0016583333333333333,0.9882747068676717,0.00026944444444444444,0,0
1761,290000,2,1,1,33,1,2,-1,-1,-1,-1,7064,1875,1814,8537,25576,13475,0,1814,8537,25576,13475,6000,0.02435862068965517,0.0,0.00646551724137931,0.9674666666666667,0.006255172413793104,4.706174200661522,0.029437931034482757,2.995900199133185,0.08819310344827586,0.5268611197998123,0.04646551724137931,0.4452690166975881,0.03352931034482758,2,0
1571,180000,1,3,1,45,1,2,0,0,0,0,24400,24508,22627,23306,22780,20890,1500,1500,1000,1000,1000,1000,0.13555555555555557,0.06147540983606557,0.13615555555555556,0.061204504651542355,0.12570555555555554,0.0441949882883281,0.12947777777777777,0.04290740581824423,0.12655555555555556,0.043898156277436345,0.11605555555555555,0.04786979415988511,0.12825092592592593,2,0
12118,50000,2,2,1,49,0,0,2,0,0,0,48501,51105,39094,19476,19483,19634,3500,0,680,693,851,700,0.97002,0.07216346054720521,1.0221,0.0,0.78188,0.017393973499769785,0.38952,0.0355822550831793,0.38966,0.043679104860647744,0.39268,0.03565243964551289,0.6576433333333334,1,0
28385,180000,2,3,1,46,-1,2,-1,0,0,0,10456,7326,8469,6591,5244,2174,357,8510,5244,2174,0,3371,0.05808888888888889,0.034143075745983166,0.0407,1.1616161616161615,0.04705,0.6191994332270634,0.036616666666666665,0.32984372629343045,0.029133333333333334,0.0,0.012077777777777778,1.5505979760809567,0.03727777777777778,1,1
29979,310000,1,2,1,39,0,0,0,0,0,0,238973,237196,233854,219409,216540,210675,10029,9218,10029,8049,8040,10059,0.7708806451612903,0.041967084147581525,0.7651483870967742,0.038862375419484306,0.7543677419354838,0.042885732123461646,0.7077709677419355,0.03668491265171438,0.698516129032258,0.0371293987254087,0.6795967741935484,0.047746529013883945,0.7293801075268816,0,0
4587,20000,1,3,2,49,0,0,0,0,0,0,15237,16030,17948,18647,19193,19721,1600,2500,1000,846,1000,593,0.76185,0.10500754741747063,0.8015,0.15595757953836556,0.8974,0.05571651437486071,0.93235,0.045369228294095565,0.95965,0.05210232897410514,0.98605,0.03006946909385934,0.8898,0,0
5940,80000,2,3,2,32,1,-1,-1,-1,0,0,-137,41873,11047,9258,3100,814,42010,11047,9300,0,0,4032,-0.0017125,-306.64233576642334,0.5234125,0.26382155565638954,0.1380875,0.841857517878157,0.115725,0.0,0.03875,0.0,0.010175,4.953316953316953,0.13740624999999998,1,0
2584,360000,2,1,1,33,1,-2,-2,-1,0,0,-200,-200,0,13467,17800,0,0,200,13467,5300,0,0,-0.0005555555555555556,-0.0,-0.0005555555555555556,-1.0,0.0,13467.0,0.037408333333333335,0.3935546149847776,0.049444444444444444,0.0,0.0,0.0,0.014290277777777777,1,0
21745,150000,2,1,2,23,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
29974,230000,1,2,1,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
15685,210000,1,2,2,29,0,0,0,0,0,0,118905,118620,78297,36137,33264,29493,5000,4000,2000,2000,2000,2000,0.5662142857142857,0.04205037635086834,0.5648571428571428,0.03372112628561794,0.37284285714285714,0.025543762851705686,0.1720809523809524,0.05534493732185848,0.1584,0.06012506012506012,0.14044285714285715,0.06781270131895704,0.3291396825396825,0,0
23673,130000,2,2,3,48,-1,-1,-1,2,0,0,1778,0,109,109,109,0,0,109,0,0,0,0,0.013676923076923076,0.0,0.0,109.0,0.0008384615384615385,0.0,0.0008384615384615385,0.0,0.0008384615384615385,0.0,0.0,0.0,0.002698717948717948,1,0
3256,10000,1,3,2,22,0,0,0,0,0,0,5757,6706,7715,7873,8742,9551,1200,1128,286,1000,955,0,0.5757,0.20844189682126107,0.6706,0.16820757530569638,0.7715,0.037070641607258585,0.7873,0.12701638511367966,0.8742,0.10924273621596889,0.9551,0.0,0.7724000000000001,0,0
7842,150000,2,2,2,34,-1,-1,-1,-1,-1,-1,1467,698,4102,713,810,5438,701,4137,719,817,5467,9587,0.00978,0.4778459441036128,0.004653333333333333,5.926934097421204,0.027346666666666665,0.17528035104826914,0.004753333333333333,1.1458625525946704,0.0054,6.749382716049383,0.03625333333333333,1.7629643251195293,0.014697777777777777,0,0
22577,170000,2,2,2,34,-1,-1,-2,-2,-2,-2,2435,0,0,0,0,0,0,0,0,0,0,0,0.014323529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023872549019607844,0,0
21977,80000,2,2,2,25,2,2,2,0,0,0,77096,83189,81308,81847,81077,79885,8000,0,2800,3000,3390,7950,0.9637,0.10376673238559718,1.0398625,0.0,1.01635,0.03443695577310966,1.0230875,0.03665375639913497,1.0134625,0.04181210454259531,0.9985625,0.0995180572072354,1.0091708333333334,3,0
20346,80000,2,3,2,65,2,0,0,0,0,0,85882,84985,84247,81619,30095,20639,3900,4000,2048,1300,1700,401,1.073525,0.04541114552525558,1.0623125,0.04706712949344002,1.0530875,0.02430947096039028,1.0202375,0.015927663901787573,0.3761875,0.05648778866921415,0.2579875,0.019429235912592664,0.8072229166666666,1,0
7859,200000,1,2,2,30,-1,-1,-1,-1,-1,-1,416,416,416,416,416,0,416,416,416,416,0,832,0.00208,1.0,0.00208,1.0,0.00208,1.0,0.00208,1.0,0.00208,0.0,0.0,832.0,0.0017333333333333333,0,0
11881,200000,2,1,1,29,0,0,0,0,0,2,21326,30928,124497,126854,139660,145455,10000,95000,4552,15002,8000,0,0.10663,0.46891118822095096,0.15464,3.071650284531816,0.622485,0.0365631300352619,0.63427,0.11826193892191023,0.6983,0.057281970499785194,0.727275,0.0,0.4906,1,0
5247,300000,2,1,2,27,-2,-2,-2,-2,-2,-2,3102,1499,318,2488,187,607,1506,319,2488,187,607,1945,0.01034,0.48549323017408125,0.004996666666666667,0.21280853902601735,0.00106,7.823899371069182,0.008293333333333333,0.07516077170418006,0.0006233333333333334,3.2459893048128343,0.002023333333333333,3.2042833607907744,0.004556111111111111,0,0
21474,50000,2,1,2,29,-1,-1,-2,-1,-1,-1,2463,0,0,536,326,652,0,0,536,326,652,0,0.04926,0.0,0.0,0.0,0.0,536.0,0.01072,0.6082089552238806,0.00652,2.0,0.01304,0.0,0.013256666666666667,0,0
25271,80000,2,2,2,26,0,0,-1,0,0,-1,42933,34555,35476,24657,12139,9038,1000,35476,1000,243,9038,250,0.5366625,0.02329210630517318,0.4319375,1.0266531616263928,0.44345,0.02818807080843387,0.3082125,0.009855213529626474,0.1517375,0.7445423840514046,0.112975,0.027660986944014164,0.3308291666666667,0,0
16979,100000,2,1,1,30,1,-1,-1,-1,-2,-1,0,851,1585,-1,-1,2994,851,1589,0,0,2995,0,0.0,851.0,0.00851,1.8672150411280846,0.01585,0.0,-1e-05,-0.0,-1e-05,-2995.0,0.02994,0.0,0.009046666666666666,1,1
16486,240000,2,3,1,55,0,0,0,0,0,0,216170,218809,226013,229014,178852,182547,8000,11000,9000,7000,7000,7200,0.9007083333333333,0.03700791044085673,0.9117041666666666,0.05027215516729202,0.9417208333333333,0.039820718277267235,0.954225,0.030565816936955818,0.7452166666666666,0.03913850558003265,0.7606125,0.03944189715525317,0.8690312499999999,0,0
23722,260000,2,3,1,59,0,0,0,0,0,0,258885,261183,262546,238614,195149,195771,10000,11000,13067,10003,8000,11488,0.9957115384615385,0.03862718967881492,1.00455,0.04211606421551173,1.0097923076923077,0.049770325961926674,0.9177461538461539,0.041921261954453636,0.750573076923077,0.04099431716278331,0.7529653846153846,0.05868080563515536,0.9052230769230768,0,0
17106,60000,2,3,1,25,0,0,0,0,0,0,60340,58556,57251,57826,22544,26675,2200,2600,2300,3000,5000,2000,1.0056666666666667,0.03646005966191581,0.9759333333333333,0.04440194002322563,0.9541833333333334,0.04017397076033606,0.9637666666666667,0.05187977726282295,0.3757333333333333,0.22178850248403123,0.44458333333333333,0.07497656982193064,0.7866444444444444,0,1
